,issuer_name,plan_sponsor_name,plan_name,SPONS_DFE_EIN,FORM_TAX_PRD,FORM_PLAN_YEAR_BEGIN_DATE,PLAN_EFF_DATE,SPONS_DFE_MAIL_US_ADDRESS1,SPONS_DFE_MAIL_US_ADDRESS2,SPONS_DFE_MAIL_US_CITY,SPONS_DFE_MAIL_US_STATE,SPONS_DFE_MAIL_US_ZIP,SPONS_DFE_PHONE_NUM,BUSINESS_CODE,ADMIN_SIGNED_DATE,ADMIN_SIGNED_NAME
274,Cigna Health Life Insurance Company,Temporal Technologies Inc.,OAP,843378529,2025-12-31,2025-01-01,2023-01-01,1915 140TH AVE NE,SUITE D2-1335,BELLEVUE,WA,98005.0,7203317636.0,541511.0,2026-03-27T12:44:20-0500,JENNIFER COMBS
275,Cigna Health Life Insurance Company,"Ocean Associates, Inc.",OAP,710931202,2018-11-30,2017-12-01,2010-12-01,4007 NORTH ABINGDON STREET,,ARLINGTON,VA,22207.0,7033889548.0,541600.0,,
276,Cigna Health Life Insurance Company,"Ocean Associates, Inc.",OAP,710931202,2019-11-30,2018-12-01,2010-12-01,4007 NORTH ABINGDON STREET,,ARLINGTON,VA,22207.0,7033889548.0,541600.0,,
277,Cigna Health Life Insurance Company,"Energy Engineering Associates, Inc",OAP,741904410,2025-12-31,2025-01-01,2023-01-01,7300 RANCH ROAD 2222,"BUILDING II, SUITE 100",AUSTIN,TX,78730.0,5127444455.0,541330.0,,
278,Cigna Health Life Insurance Company,CHARTWAY FEDERAL CREDIT UNION,OAP,540674620,2025-12-31,2025-01-01,1985-10-01,"5700 CLEVELAND STREET, SUITE 101",,VIRGINIA BEACH,VA,23462.0,7575521000.0,522130.0,,
279,Cigna Health Life Insurance Company,OptConnect Management LLC,PPO,352432402,2025-12-31,2025-01-01,2023-01-01,"865 W 450 N, SUITE 1",,KAYSVILLE,UT,84037.0,8014445958.0,532400.0,,
280,Cigna Health Life Insurance Company,HEALTHEZ,PPO,813789663,2025-12-31,2025-01-01,2023-01-01,2582 HIGHWAY 6 AND 50,,GRAND JUNCTION,CO,81501.0,8012696463.0,441120.0,,
281,Cigna Health Life Insurance Company,HEALTHEZ,PPO,813789663,2025-12-31,2025-01-01,2023-01-01,2582 HIGHWAY 6 AND 50,,GRAND JUNCTION,CO,81501.0,8012696463.0,441120.0,,
282,Cigna Health Life Insurance Company,HEALTHEZ,PPO,813789663,2025-12-31,2025-01-01,2023-01-01,2582 HIGHWAY 6 AND 50,,GRAND JUNCTION,CO,81501.0,8012696463.0,441120.0,,
283,Cigna Health Life Insurance Company,AdCellerant LLC,OAP,464181549,2025-12-31,2025-01-01,2023-01-01,900 BANNOCK STREET,,DENVER,CO,80204.0,3036561355.0,541800.0,,
284,Cigna Health Life Insurance Company,THE VIRGINIA HOME,OAP,540577900,2025-12-31,2025-01-01,2005-05-01,1101 HAMPTON STREET,,RICHMOND,VA,23220.0,8042548828.0,623000.0,,
285,Cigna Health Life Insurance Company,Groove Technology Solutions.,OAP,208658607,2025-12-31,2025-01-01,2020-01-01,6849 SOUTH 700 WEST,,MIDVALE,UT,84047.0,8012609095.0,517000.0,,
286,Cigna Health Life Insurance Company,"VALET LIVING, LLC",OAP,204186236,2025-12-31,2025-01-01,2012-01-01,10150 HIGHLAND MANOR DRIVE,SUITE 120,TAMPA,FL,33610.0,8132481327.0,561440.0,,
287,Cigna Health Life Insurance Company,GCI/Del Amo Group,OAP,330781462,2025-06-02,2025-01-01,1996-01-01,19191 S VERMONT AVE.,SUITE 950,TORRANCE,CA,90502.0,3103786203.0,236200.0,2026-04-10T07:17:58-0500,ALAN CHOE
288,Cigna Health Life Insurance Company,"Vertex Education, LLC",Local Plus,455589598,2025-12-31,2025-01-01,2011-06-11,3125 SOUTH GILBERT ROAD,,CHANDLER,AZ,85286.0,4802705438.0,611000.0,,
289,Cigna Health Life Insurance Company,"Keystone Plastics, Inc.",OAP,221476437,2025-12-31,2025-01-01,2025-01-01,3451 S CLINTON AVE,,SOUTH PLAINFIELD,NJ,70801303.0,9085611300.0,326100.0,2026-02-10T11:13:28-0600,MILAGROS GUZMAN
290,Cigna Health Life Insurance Company,"ENSEMBLE SERVICES, LLC",Local Plus,811103382,2025-12-31,2025-01-01,2021-01-01,3030 NORTH 3RD STREET,SUITE 525,PHOENIX,AZ,85012.0,6029548352.0,531210.0,,
291,Cigna Health Life Insurance Company,"Fuzion Field Services, LLC",OAP,474788831,2025-12-31,2025-01-01,2024-01-01,2435 2ND AVENUE,,GREELEY,CO,80631.0,9707023010.0,562000.0,,
292,Cigna Health Life Insurance Company,ADITI CONSULTING,OAP,264656792,2025-04-01,2025-01-01,2003-08-10,"11820 NORTHUP WAY, STE 305",,BELLEVUE,WA,98005.0,7037343330.0,541512.0,2026-02-13T11:16:06-0600,DAN GERELICK
293,Cigna Health Life Insurance Company,"Arceo Labs, Inc. dba Resilience",OAP,813822747,2025-12-31,2025-01-01,2024-01-01,"55 2ND STREET, SUITE 1950",,SAN FRANCISCO,CA,94105.0,9592454458.0,524210.0,,
294,Cigna Health Life Insurance Company,MINTED LLC,OAP,753249279,2025-12-31,2025-01-01,2014-08-01,"747 FRONT STREET, SUITE 200",,SAN FRANCISCO,CA,94111.0,4153991100.0,452200.0,2026-04-14T11:18:40-0500,ROBIN MEIR
295,Cigna Health Life Insurance Company,"Direct Mortgage Loans, LLC",OAP,453143795,2025-12-31,2025-12-01,2025-12-01,11011 MCORMICK ROAD,STE 400,HUNT VALLEY,MD,21031.0,4108789730.0,525990.0,2026-02-25T11:25:10-0600,STEPHANIE HENKELMAN
296,Cigna Health Life Insurance Company,"Black Bear Sports Group, Inc.",OAP,811124937,2025-12-31,2025-01-01,2023-01-01,"7250 WOODMONT AVE., STE 210",,BETHESDA,MD,20814.0,2402231323.0,711300.0,,
297,Cigna Health Life Insurance Company,"Boom Technology, Inc.",OAP,471956218,2025-12-31,2025-01-01,2019-12-01,6803 SOUTH TUSCON WAY,,CENTENNIAL,CO,80112.0,7202017372.0,336410.0,,
298,Cigna Health Life Insurance Company,"Mark Young Construction, LLC",OAP,841113245,2025-12-31,2025-01-01,2021-01-01,7200 MILLER PLACE,,FREDERICK,CO,80504.0,3037761449.0,236200.0,2026-03-20T10:30:30-0500,CLEMEN PEREZ
299,Cigna Health Life Insurance Company,"GREENLIGHT FINANCIAL TECHNOLOGY, INC.",OAP,472550478,2025-12-31,2025-10-01,2019-09-01,303 PEACHTREE STREET NE,SUITE 4300,ATLANTA,GA,30308.0,7737932526.0,812990.0,,
300,Cigna Health Life Insurance Company,Holden Forests & Gardens,OAP,340750346,2023-06-30,2022-07-01,2022-07-01,9500 SPERRY ROAD,,KIRTLAND,OH,44094.0,4406023830.0,712100.0,,
301,Cigna Health Life Insurance Company,"Hoffman Instrumentation Supply, Inc",OAP,930757945,2025-12-31,2025-01-01,2022-01-01,5500 NE MOORE COURT,,HILLSBORO,OR,97124.0,5034662200.0,331200.0,,
302,Cigna Health Life Insurance Company,"Hoffman Instrumentation Supply, Inc",OAP,930757945,2025-12-31,2025-01-01,2023-01-01,5500 NE MOORE COURT,,HILLSBORO,OR,97124.0,5034662200.0,331200.0,,
303,Cigna Health Life Insurance Company,"Archer Education, Inc.",Local Plus,205443842,2025-12-31,2025-01-01,2024-01-01,10975 BENSON DR,SUITE 150,OVERLAND PARK,KS,66210.0,,611000.0,,
304,Cigna Health Life Insurance Company,Ascend Staffing,OAP,870297877,2025-12-31,2025-01-01,2022-01-01,450 EAST 1000 NORTH,,NORTH SALT LAKE,UT,84054.0,8012996300.0,561300.0,,
305,Cigna Health Life Insurance Company,Computer Guidance,OAP,464707871,2025-12-31,2025-08-01,2017-08-01,PO BOX 28097,,SCOTTSDALE,AZ,85255.0,8477250961.0,541519.0,,
306,Cigna Health Life Insurance Company,"LYDIG Construction, Inc.",OAP,910672331,2025-12-31,2025-01-01,2015-01-01,11001 EAST MONTGOMERY,,SPOKANE VALLEY,WA,99206.0,5095340451.0,236200.0,,
307,Cigna Health Life Insurance Company,"Dynatron Software, Inc.",OAP,752869089,2025-12-31,2025-10-01,2024-10-01,2703 TELECOM PARKWAY,SUITE 150,RICHARDSON,TX,75082.0,4694302499.0,541511.0,,
308,Cigna Health Life Insurance Company,Gong & Gong Company dba Food 4 Less,OAP,770264222,2025-12-31,2025-01-01,1990-05-01,"2121 N. DINUBA BLVD., #J",,VISALIA,CA,93291.0,5597340134.0,445110.0,2026-03-16T17:18:23-0500,MARILYN GONG
309,Cigna Health Life Insurance Company,"Autonomous Solutions, Inc.",PPO,870662067,2025-12-31,2025-01-01,2018-01-01,990 NORTH 8000 WEST,,MENDON,UT,84325.0,4357552980.0,541700.0,,
310,Cigna Health Life Insurance Company,"Chatham Orthopaedic Associates, PA",OAP,581132546,2021-11-30,2020-12-01,2018-12-01,4425 PAULSEN STREET,,SAVANNAH,GA,31405.0,9123556615.0,621111.0,2026-02-23T09:59:53-0600,CAROLYN DIAZ
311,Cigna Health Life Insurance Company,"Chatham Orthopaedic Associates, PA",OAP,581132546,2023-11-30,2022-12-01,2018-12-01,4425 PAULSEN STREET,,SAVANNAH,GA,31405.0,9123556615.0,621111.0,2026-02-23T10:01:12-0600,CAROLYN DIAZ
312,Cigna Health Life Insurance Company,"Chatham Orthopaedic Associates, PA",OAP,581132546,2022-11-30,2021-12-01,2018-12-01,4425 PAULSEN STREET,,SAVANNAH,GA,31405.0,9123556615.0,621111.0,2026-02-23T10:01:39-0600,CAROLYN DIAZ
313,Cigna Health Life Insurance Company,"Archer Education, Inc.",OAP,205443842,2025-12-31,2025-01-01,2024-01-01,10975 BENSON DR,SUITE 150,OVERLAND PARK,KS,66210.0,,611000.0,,
314,Cigna Health Life Insurance Company,Photon Brothers Inc.,OAP,463430499,2025-12-31,2025-01-01,2024-01-01,7705 WEST 108TH AVENUE,SUITE 100,WESTMINSTER,CO,80021.0,8447276527.0,238220.0,,
315,Cigna Health Life Insurance Company,Western Disposal Services,OAP,840790541,2025-12-31,2025-01-01,1998-01-01,5880 BUTTE MILL ROAD,,BOULDER,CO,80301.0,3034442037.0,562000.0,,
316,Cigna Health Life Insurance Company,US Pack Services LLC,OAP,832725625,2025-12-31,2025-01-01,2016-01-01,4563 JUDGE ROAD,SUITE 100,ORLANDO,FL,32812.0,4078436505.0,492110.0,2026-04-22T12:15:48-0500,LINDA R KNOBBE
317,Cigna Health Life Insurance Company,Senox Corporation,OAP,742451480,2025-10-31,2025-01-01,2015-01-01,15409 LONG VISTA DR,,AUSTIN,TX,78728.0,5122513333.0,332110.0,,
318,Cigna Health Life Insurance Company,"Abilities Network, Inc.",OAP,526060453,2025-10-31,2025-02-01,2008-02-01,8503 LASALLE ROAD,,TOWSON,MD,21286.0,4108287700.0,624100.0,2026-04-20T14:06:09-0500,SHARON SCHILLINGER
319,Cigna Health Life Insurance Company,Vivacity Tech PBC,OAP,823945356,2025-12-31,2025-01-01,2023-01-01,641 FAIRVIEW AVENUE NORTH,SUITE 150,SAINT PAUL,MN,55104.0,8777312069.0,541990.0,,
320,Cigna Health Life Insurance Company,Vivacity Tech PBC,OAP,823945356,2025-12-31,2025-01-01,2024-01-01,641 FAIRVIEW AVENUE NORTH,SUITE 150,SAINT PAUL,MN,55104.0,8777312069.0,541990.0,,
321,Cigna Health Life Insurance Company,Vivacity Tech PBC,OAP,823945356,2025-12-31,2025-01-01,2024-01-01,641 FAIRVIEW AVENUE NORTH,SUITE 150,SAINT PAUL,MN,55104.0,8777312069.0,541990.0,,
322,Cigna Health Life Insurance Company,Vivacity Tech PBC,OAP,823945356,2025-12-31,2025-01-01,2024-01-01,641 FAIRVIEW AVENUE NORTH,SUITE 150,SAINT PAUL,MN,55104.0,8777312069.0,541990.0,,
323,Cigna Health Life Insurance Company,"Lakeland Community Hospital, Inc.",OAP,472367677,2025-12-31,2025-01-01,2022-10-01,42024 HIGHWAY 195,,HALEYVILLE,AL,35565.0,2054857194.0,622000.0,2026-04-23T09:17:26-0500,LEE SANDLIN
324,Cigna Health Life Insurance Company,RH Wine LLC,OAP,363118653,2025-12-31,2025-01-01,2021-01-01,225 SMITH ROAD,,ST. CHARLES,IL,60174.0,6303776000.0,524210.0,2026-04-08T14:16:09-0500,MATTHEW REED
325,Cigna Health Life Insurance Company,Asbury Advanced Materials,OAP,223456252,2025-06-30,2025-04-01,2019-03-01,405 OLD MAIN STREET,,ASBURY,NJ,8802.0,9085372155.0,332400.0,,
326,Cigna Health Life Insurance Company,"Allied Mortgage Group, Inc.",OAP,232721546,2025-12-31,2025-01-01,2020-01-01,"225 EAST CITY AVENUE, SUITE 102",,BALA CYNWYD,PA,19004.0,6106604716.0,522291.0,,
327,Cigna Health Life Insurance Company,"Allied Mortgage Group, Inc.",OAP,232721546,2025-12-31,2025-01-01,2020-01-01,"225 EAST CITY AVENUE, SUITE 102",,BALA CYNWYD,PA,19004.0,6106604716.0,522291.0,,
328,Cigna Health Life Insurance Company,"Allied Mortgage Group, Inc.",OAP,232721546,2025-12-31,2025-01-01,2020-01-01,"225 EAST CITY AVENUE, SUITE 102",,BALA CYNWYD,PA,19004.0,6106604716.0,522291.0,,
329,Cigna Health Life Insurance Company,"Allied Mortgage Group, Inc.",OAP,232721546,2025-12-31,2025-01-01,2020-01-01,"225 EAST CITY AVENUE, SUITE 102",,BALA CYNWYD,PA,19004.0,6106604716.0,522291.0,,
330,Cigna Health Life Insurance Company,"Allied Mortgage Group, Inc.",OAP,232721546,2025-12-31,2025-01-01,2023-01-01,"225 EAST CITY AVENUE, SUITE 102",,BALA CYNWYD,PA,19004.0,6106604716.0,522291.0,,
331,Cigna Health Life Insurance Company,"FOUR WINDS HEALTH, LLC",OAP,451273930,2021-12-31,2021-01-01,2012-01-01,3350 RIVERWOOD PARKWAY SE STE 1550,,ATLANTA,GA,303395995.0,4702603575.0,621399.0,2026-02-19T12:51:49-0600,MICHELLE ANSLEY
332,Cigna Health Life Insurance Company,"FOUR WINDS HEALTH, LLC",OAP,451273930,2022-12-31,2022-01-01,2012-01-01,3350 RIVERWOOD PARKWAY SE STE 1550,,ATLANTA,GA,303395995.0,4702603575.0,621399.0,2026-02-19T12:50:59-0600,MICHELLE ANSLEY
333,Cigna Health Life Insurance Company,"United Heating & Cooling, Inc.",Local Plus,431563674,2025-12-31,2025-01-01,2018-01-01,301 DUCK RD,,GRANDVIEW,MO,64030.0,8162854454.0,238220.0,,
334,Cigna Health Life Insurance Company,"CLEARENT, LLC",PPO,202775680,2025-12-31,2025-01-01,2021-01-01,950 EAST PACES FERRY ROAD NE,,ATLANTA,GA,30326.0,3144805445.0,511210.0,,
335,Cigna Health Life Insurance Company,"Galiso, Inc.",OAP,841202690,2025-12-31,2025-01-01,2003-01-01,22 PONDEROSA CT,,MONTROSE,CO,814016201.0,9702490233.0,333900.0,2026-04-02T13:58:14-0500,MARIANNE WANGENHEIM
336,Cigna Health Life Insurance Company,"SMARTRENT, INC.",OAP,814419089,2025-12-31,2025-01-01,2019-01-01,8665 EAST HARTFORD DRIVE,SUITE 200,SCOTTSDALE,AZ,85255.0,4803712791.0,511210.0,,
337,Cigna Health Life Insurance Company,Verigon LLC,Local Plus,274273763,2025-12-31,2025-01-01,2011-01-01,1140 W WARNER RD STE 101,,TEMPE,AZ,852842866.0,4809678989.0,335900.0,2026-02-18T12:07:00-0600,DONALD BERG
338,Cigna Health Life Insurance Company,Verigon LLC,Local Plus,274273763,2022-12-31,2022-01-01,2011-01-01,1140 W WARNER RD STE 101,,TEMPE,AZ,852842866.0,4809678989.0,335900.0,2026-02-12T16:17:42-0600,DONALD BERG
339,Cigna Health Life Insurance Company,"DAP Health, Inc.",Local Plus,330068583,2025-12-31,2025-01-01,2017-02-01,1695 NORTH SUNRISE WAY,,PALM SPRINGS,CA,92262.0,7609920419.0,621498.0,,
340,Cigna Health Life Insurance Company,Rango Inc.,OAP,454283092,2022-12-31,2022-01-01,2015-01-01,4215 E MCDOWELL RD STE 201,,MESA,AZ,852159745.0,4807296537.0,213110.0,2026-04-07T12:34:23-0500,KRISTEN MCCARTHY
341,Cigna Health Life Insurance Company,Rango Inc.,OAP,454283092,2021-12-31,2021-01-01,2015-01-01,4215 E MCDOWELL RD STE 201,,MESA,AZ,852159745.0,4807296537.0,213110.0,2026-04-07T12:20:31-0500,KRISTEN MCCARTHY
342,Cigna Health Life Insurance Company,"Anaconda, Inc.",OAP,454029380,2022-12-31,2022-01-01,2016-01-01,1108 LAVACA STREET,SUITE 110-645,AUSTIN,TX,78701.0,5122225440.0,541511.0,,
343,Cigna Health Life Insurance Company,"Anaconda, Inc.",OAP,454029380,2022-12-31,2022-01-01,2016-01-01,1108 LAVACA STREET,SUITE 110-645,AUSTIN,TX,78701.0,5122225440.0,541511.0,,
344,Cigna Health Life Insurance Company,"VEKA HOLDINGS, INC.",OAP,251716653,2025-12-31,2025-01-01,1988-08-01,100 VEKA DRIVE,,FOMBELL,PA,16123.0,7244521000.0,551112.0,2026-04-15T13:38:41-0500,SCOTT RESEK
345,Cigna Health Life Insurance Company,"Ascend Analytics, LLC",OAP,208214057,2025-12-31,2025-01-01,2024-01-01,1877 BROADWAY,SUITE 706,BOULDER,CO,80302.0,3034151400.0,541512.0,,
346,Cigna Health Life Insurance Company,Logan Simpson Design Inc.,OAP,860900108,2025-12-31,2025-01-01,2001-02-01,"222 S MILL AVENUE, SUITE 222",,TEMPE,AZ,85281.0,4809671343.0,541320.0,2026-04-22T17:34:58-0500,AMANDA MARTINEZ
347,Cigna Health Life Insurance Company,Delos Living LLC,OAP,272653237,2025-12-31,2025-01-01,2021-07-01,860 WASHINGTON STREET,FLOOR 5,NEW YORK,NY,10014.0,6463081565.0,541990.0,2026-04-06T14:25:06-0500,TALENE NIGDELIAN
348,Cigna Health Life Insurance Company,"United Heating & Cooling, Inc.",OAP,431563674,2025-12-31,2025-01-01,2018-01-01,301 DUCK RD,,GRANDVIEW,MO,64030.0,8162854454.0,238220.0,,
349,Cigna Health Life Insurance Company,Brett Dinovi & Associates LLC,OAP,562594012,2025-12-31,2025-01-01,2018-10-01,"3000 ATRIUM WAY, SUITE 430",,MT LAUREL,NJ,8054.0,8564128840.0,621330.0,,
350,Cigna Health Life Insurance Company,"Underwood Bros., Inc. dba AAA Landscape",OAP,860396095,2025-12-31,2025-01-01,2025-01-01,3747 E. SOUTHERN AVE,,PHOENIX,AZ,85040.0,6027703244.0,238900.0,,
351,Cigna Health Life Insurance Company,Juvare,OAP,753076403,2025-12-31,2025-07-01,2022-07-01,211 PERIMETER CENTER PKWY NE FL 700,,ATLANTA,GA,303461307.0,4702796463.0,541511.0,2026-04-20T20:58:26-0500,BRYAN KAPLAN
352,Cigna Health Life Insurance Company,"TRUE ANOMALY, INC.",OAP,874679524,2025-12-31,2025-01-01,2022-01-01,12250 E ARAPAHOE RD. STE B,,CENTENNIAL,CO,80112.0,7202308512.0,339900.0,,
353,Cigna Health Life Insurance Company,First Savings Bank,OAP,350309764,2025-12-31,2025-01-01,2008-01-01,702 NORTH SHORE DRIVE SUITE 300,,JEFFERSONVILLE,IN,47130.0,8122830724.0,522120.0,2026-04-22T09:13:00-0500,JACQUELINE JOURNELL
354,Cigna Health Life Insurance Company,"Pediatric Associates, Inc.",OAP,310742964,2025-12-31,2025-01-01,1969-01-01,7750 DILEY ROAD,SUITE A,CANA,OH,43110.0,6148377337.0,621111.0,,
355,Cigna Health Life Insurance Company,"Capital Brands Distribution, LLC",OAP,474643698,2025-12-31,2025-01-01,2016-02-01,10900 WILSHIRE BLVD STE 900,,LOS ANGELES,CA,900246500.0,3109967204.0,722300.0,2026-04-24T15:48:38-0500,DORA AVILA
356,Cigna Health Life Insurance Company,AMERICAN FURNITURE WAREHOUSE CO.,OAP,840581547,2025-12-31,2025-01-01,2022-05-01,8820 AMERICAN WAY,,ENGLEWOOD,CO,80112.0,7208738652.0,442110.0,,
357,Cigna Health Life Insurance Company,HUNTER CONTRACTING CO.,OAP,860172434,2025-12-31,2025-01-01,1983-02-01,701 N COOPER RD,,GILBERT,AZ,852333703.0,4808920521.0,237310.0,,
358,Cigna Health Life Insurance Company,Hanover Community Bank,OAP,261454386,2025-12-31,2025-01-01,2022-01-01,80 EAST JERICHO TURNPIKE,,MINEOLA,NY,11501.0,5165488500.0,532210.0,,
359,Cigna Health Life Insurance Company,"BetterBody Foods and Nutrition, LLC",Local Plus,205989542,2021-12-31,2021-01-01,2015-10-01,1762 WEST 20 SOUTH #100,,LINDON,UT,84042.0,8013190189.0,424400.0,2026-02-25T13:05:06-0600,ADELIA ESSELTINE
360,Cigna Health Life Insurance Company,Sacramento Rendering Company,OAP,941431414,2025-12-31,2025-07-01,1969-07-01,11350 KIEFER BOULEVARD,,SACRAMENTO,CA,958309498.0,9163634821.0,325300.0,,
361,Cigna Health Life Insurance Company,Berg Hill Greenleaf Ruscitti,OAP,841605707,2022-12-31,2022-01-01,2002-01-01,1712 PEARL STREET,,BOULDER,CO,80302.0,3034021600.0,541110.0,2026-02-26T12:42:17-0600,LIZ MARTINEZ
362,Cigna Health Life Insurance Company,"SUNSTATE EQUIPMENT COMPANY, LLC",OAP,860810251,2025-12-31,2025-01-01,2001-06-01,5552 EAST WASHINGTON STREET,,PHOENIX,AZ,85034.0,6026832310.0,333900.0,,
363,Cigna Health Life Insurance Company,Cardone Ventures LLC,OAP,841990653,2023-06-30,2022-07-01,2022-07-01,16435 NORTH SCOTTSDALE ROAD,SUITE 420,SCOTTSDALE,AZ,85254.0,6232448823.0,541600.0,2026-01-29T12:58:20-0600,GABRIELLA PETAGNA
364,Cigna Health Life Insurance Company,"Pacific Group Resort, Inc.",PPO,364778076,2025-06-30,2025-05-01,2021-05-01,1794 OLYMPIC PARKWAY,SUITE 250,PARK CITY,UT,84098.0,8015180020.0,713900.0,,
365,Cigna Health Life Insurance Company,ALTANA,OAP,822646716,2025-12-31,2025-01-01,2017-01-01,650 W. 67TH AVENUE,SUITE 200,SCHEREVILLE,IN,46375.0,2033033250.0,325900.0,2026-04-14T15:33:51-0500,ALISON AVERY
366,Cigna Health Life Insurance Company,SecurityScorecard,OAP,463593513,2025-12-31,2025-01-01,2022-01-01,1140 AVENUE OF AMERICAS,FLOOR 19,NEW YORK,NY,10036.0,8006821707.0,518210.0,2026-04-23T12:10:08-0500,MICHAEL DOWNEY
